country_code,city,funding_total_usd,funding_rounds,founded_year,seed,venture,equity_crowdfunding,undisclosed,convertible_note,debt_financing,angel,grant,private_equity,post_ipo_equity,post_ipo_debt,secondary_market,product_crowdfunding,round_A,round_B,round_C,round_D,round_E,round_F,round_G,round_H,company_count,Latitude,Longitude
ARE,Abu Dhabi,31250000,3,2003.0,1250000,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,24.453884,54.3773438
ARE,Dubai,617684250,63,92475.0,18218000,244345000,50000,15000,500000,0,3786250,9770000,341000000,0,0,0,0,12700000,12000000,13000000,0,0,0,0,0,49,25.204849300000006,55.2707828
ARG,Buenos Aires,235407920,200,223144.0,14043003,206309446,0,5912393,650000,3704583,4508495,280000,0,0,0,0,0,31744083,76500000,50000000,0,0,0,0,0,121,-34.6036844,-58.3815591
ARG,Córdoba,838083,6,8034.0,414863,300000,0,0,0,0,123220,0,0,0,0,0,0,300000,0,0,0,0,0,0,0,4,-31.42008329999999,-64.18877610000001
ARG,Finca Elisa,1230000,1,2001.0,0,1230000,0,0,0,0,0,0,0,0,0,0,0,0,1230000,0,0,0,0,0,0,1,-26.9508849,-65.1601815
ARG,Jujuy,103255,2,2013.0,103255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-24.1857864,-65.2994767
ARG,Mar Del Plata,25000,1,2011.0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-38.0054771,-57.5426106
ARG,Mendoza,1540000,3,2008.0,40000,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-32.8894587,-68.8458386
ARG,Palermo,261408,6,2012.0,261408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-34.5780655,-58.42653170000001
ARG,Puerto Madero,500000,1,2007.0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-34.6177194,-58.3620561
ARG,San Isidro,600000,1,2010.0,0,0,0,0,0,0,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-34.470828999999995,-58.52861020000001
ARM,Yerevan,26812976,5,4017.0,295476,26517500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40.1872023,44.51520900000001
AUS,Abbotsford,969533,2,2013.0,969533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.803,145.002
AUS,Adelaide,10460000,6,4010.0,40000,8490000,0,0,0,1930000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-34.9284989,138.6007456
AUS,Albion Park,2000000,1,1998.0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,1,-34.575949200000004,150.7737333
AUS,Armadale,1025559,1,2013.0,1025559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-32.1473012,116.0128764
AUS,Artarmon,200000,1,2011.0,200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.8093311,151.185647
AUS,Balmain,98000,1,2006.0,98000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.85895,151.17906000000005
AUS,Bentley,1642996,2,2009.0,0,1642996,0,0,0,0,0,0,0,0,0,0,0,1398340,244656,0,0,0,0,0,0,1,-33.916197100000005,151.19444009999995
AUS,Bondi,550000,2,4017.0,550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-33.8914755,151.2766845
AUS,Brisbane,47094899,23,22080.0,4563543,37000000,0,0,0,750000,1252289,3529067,0,0,0,0,0,9000000,18000000,0,0,0,0,0,0,14,-27.4697707,153.0251235
AUS,Buderim,250000,1,2012.0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.685,153.053
AUS,Bundoora,3010802,1,2010.0,0,3010802,0,0,0,0,0,0,0,0,0,0,0,3010802,0,0,0,0,0,0,0,1,-37.69473320000001,145.0602588
AUS,Burleigh Heads,382106890,2,1973.0,0,0,0,0,0,0,0,0,382106890,0,0,0,0,0,0,0,0,0,0,0,0,1,-28.104,153.436
AUS,Camberwell South,25500000,2,1996.0,0,25500000,0,0,0,0,0,0,0,0,0,0,0,0,4000000,0,0,0,0,0,0,2,-37.8321474,145.0636941
AUS,Canberra,4137084,6,8025.0,23618,3842000,250000,0,0,0,0,21466,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-35.2809368,149.1300092
AUS,Chippendale,17400000,3,2003.0,0,17400000,0,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,1,-33.8863,151.1999
AUS,Collingwood,250000,1,2013.0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8019,144.98815
AUS,Cottesloe,100000,1,2010.0,0,0,0,0,0,0,0,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-31.9896506,115.7630503
AUS,Docklands,20996540,2,2001.0,0,0,0,0,0,0,0,0,20996540,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8190118,144.9465764
AUS,East Perth,250000,1,0.0,0,0,0,0,0,0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-31.9607635,115.8745971
AUS,Eight Mile Plains,1813760,3,4020.0,500000,1313760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-27.575857899999995,153.0921619
AUS,Fyshwick,1850000,1,0.0,0,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,1850000,0,0,0,0,0,1,-35.329,149.174
AUS,Gold Coast,1450000,5,4013.0,100000,0,0,0,0,0,1300000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-28.016667,153.4
AUS,Gordon,9060000,1,2003.0,0,9060000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.7773602,-104.5687921
AUS,Griffith,22500000,2,1997.0,500000,22000000,0,0,0,0,0,0,0,0,0,0,0,22000000,0,0,0,0,0,0,0,1,-34.2800883,146.04553130000005
AUS,Hobart,4500000,1,0.0,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-42.8821377,147.3271949
AUS,Hobart Town,26300000,4,2008.0,0,26300000,0,0,0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,0,0,0,2,-42.8821377,147.3271949
AUS,Hornsby,4530000,1,1994.0,0,0,0,0,0,0,0,0,4530000,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.7046328,151.0987055
AUS,Maroubra,250000,1,2008.0,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.9495,151.2437
AUS,Mascot,16127329,4,2011.0,0,11227329,1200000,0,0,0,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.9296324,151.19462230000005
AUS,Melbourne,185921568,76,76334.0,11372016,131793385,0,0,0,800000,4831720,3297719,0,33826728,0,0,0,34140000,44800000,0,0,0,0,0,0,50,-37.8136276,144.96305759999996
AUS,Milton,90000000,1,2000.0,0,0,0,0,0,0,0,90000000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-35.3193792,150.43906230000005
AUS,Mosman,14500000,1,2006.0,0,14500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.829075,151.24409
AUS,Mulgrave,80000000,1,2006.0,0,0,0,0,0,0,0,0,80000000,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.9187107,145.15881399999995
AUS,Nedlands,850000,2,4018.0,100000,0,0,0,0,0,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-31.979149,115.8037341
AUS,New Farm,1394437,1,0.0,0,1394437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27.468000000000004,153.048
AUS,Newcastle,88074,3,6037.0,88074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-32.9282712,151.78168019999995
AUS,North Sydney,33516627,6,6029.0,1018867,7000000,0,0,0,12397760,1500000,0,0,11600000,0,0,0,0,0,0,0,0,0,0,0,4,-33.83965,151.20541
AUS,Norwood,223214,1,2011.0,223214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-34.923,138.63299999999998
AUS,Notting Hill,1723000,2,1990.0,0,423000,0,0,0,0,0,0,0,1300000,0,0,0,0,0,0,0,0,0,0,0,2,-37.9048347,145.1458611
AUS,Oaklands,1030000,1,2012.0,0,1030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-35.014,138.545
AUS,Oakleigh,91900,1,2013.0,91900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.89902360000001,145.0923305
AUS,Osborne,5850000,2,2011.0,250000,5600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-34.798889,138.49111100000002
AUS,Peregian Beach,2000000,1,2001.0,0,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.480556,153.09555600000004
AUS,Perth,71308977,24,20087.0,4332247,39621325,0,0,0,10000000,1000000,0,10400000,5800000,0,0,155405,4528594,4135191,5563540,0,0,0,0,0,15,-31.9505269,115.8604572
AUS,Prahran,537000,4,6034.0,537000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-37.852,144.998
AUS,Richmond,950769,7,8048.0,600000,0,0,0,350769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-37.823,144.998
AUS,Scoresby,1330000,1,0.0,0,1330000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.8991785,145.230328
AUS,South Grafton,1800000,1,2004.0,0,1800000,0,0,0,0,0,0,0,0,0,0,0,1800000,0,0,0,0,0,0,0,1,-29.725681800000004,152.93824469999996
AUS,South Melbourne,30305000,4,4024.0,505000,0,0,0,0,29800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-37.835,144.96
AUS,South Perth,4900000,1,0.0,0,4900000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-31.9809515,115.8639168
AUS,South Yarra,2500000,1,2008.0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-37.84,144.989
AUS,Southbank,2150000,2,4013.0,2150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-37.829,144.957
AUS,Southport,18300000,2,2005.0,0,18300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27.973794,153.4183144
AUS,Subiaco,251233748,5,6021.0,0,56914505,0,0,0,0,0,0,11319243,183000000,0,0,0,0,0,0,0,0,0,0,0,5,-31.946993100000004,115.8285548
AUS,Surry Hills,112079445,19,16082.0,2351471,107236416,0,0,0,0,2491558,0,0,0,0,0,0,23802105,4934311,0,0,0,0,0,0,10,-33.886111,151.21111100000005
AUS,Sydney,955336370,136,136653.0,33668988,125457731,200000,5050000,0,855000,39736060,860000,359055555,180453036,0,210000000,0,52059007,10000000,12450000,0,0,0,0,0,78,-33.8688197,151.2092955
AUS,Thebarton,20469183,2,1999.0,0,10060000,0,0,0,0,0,0,10409183,0,0,0,0,0,0,0,0,0,0,0,0,1,-34.9141491,138.5725146
AUS,Townsville,5100000,2,2004.0,3000000,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-19.2589635,146.8169483
AUS,Ultimo,8710000,5,2011.0,600000,7710000,0,0,0,0,0,400000,0,0,0,0,0,3710000,0,0,0,0,0,0,0,2,-33.88223,151.19696000000005
AUS,Waterloo,2714506,2,2014.0,2714506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-33.9002604,151.2061803
AUS,West End,19615,2,0.0,19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27.4802,153.0122
AUS,Western Junction,12700000,3,2003.0,0,12700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-41.5545281,147.2091657
AUS,Wollongong,34000000,3,3962.0,1000000,0,0,0,0,0,0,33000000,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-34.427812100000004,150.89306069999995
AUT,Brand,3000000,1,0.0,0,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.1050039,9.739889699999999
AUT,Brunn Am Gebirge,1449360,1,2008.0,0,1449360,0,0,0,0,0,0,0,0,0,0,0,1449360,0,0,0,0,0,0,0,1,48.108956,16.2853875
AUT,Dornbirn,1521189,2,4025.0,1521189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,47.4124,9.743789999999999
AUT,Gerasdorf Bei Wien,36769100,2,2007.0,0,36769100,0,0,0,0,0,0,0,0,0,0,0,2686600,0,0,0,0,0,0,0,2,48.29620960000001,16.4690073
AUT,Graz,10043665,3,2005.0,0,10043665,0,0,0,0,0,0,0,0,0,0,0,8483665,0,0,0,0,0,0,0,2,47.070714,15.439504
AUT,Haidershofen,400000,1,2012.0,0,0,0,0,0,0,400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,48.075443,14.460302300000002
AUT,Innsbruck,14983300,4,1998.0,40000,12048450,0,0,0,0,0,0,2894850,0,0,0,0,0,1080000,0,0,0,0,0,0,3,47.2692124,11.4041024
AUT,Kufstein,9664366,2,2005.0,0,9664366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.58237,12.16275
AUT,Leobersdorf,2980000,1,2007.0,0,2980000,0,0,0,0,0,0,0,0,0,0,0,2980000,0,0,0,0,0,0,0,1,47.927161100000006,16.2160793
AUT,Linz,439989,3,4022.0,439989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48.30694,14.28583
AUT,Osterreicher,18852,1,0.0,18852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.516231,14.550072
AUT,Pasching,714185,5,4021.0,714185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,48.2591244,14.204556
AUT,Regau,11397600,1,0.0,0,11397600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.9906821,13.6880675
AUT,Salzburg,386881,4,2010.0,60000,0,0,0,0,0,0,326881,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.80949,13.05501
AUT,Sankt Ruprecht An Der Raab,51464,1,2010.0,0,0,0,0,0,0,0,0,0,0,0,0,51464,0,0,0,0,0,0,0,0,1,47.1557673,15.6620863
AUT,Schwechat,5460000,1,2007.0,0,5460000,0,0,0,0,0,0,0,0,0,0,0,5460000,0,0,0,0,0,0,0,1,48.1409268,16.4763778
AUT,Unterpremstatten,149938635,1,1981.0,0,0,0,0,0,0,0,0,149938635,0,0,0,0,0,0,0,0,0,0,0,0,1,46.96795290000001,15.403255800000002
AUT,Vienna,234766913,94,86407.0,14984290,199557754,0,0,0,907060,12057705,4480798,2622377,0,0,156929,0,72922320,94689620,0,0,0,0,0,0,50,48.2081743,16.3738189
AUT,Villach,5831800,2,1998.0,0,5831800,0,0,0,0,0,0,0,0,0,0,0,2591800,3240000,0,0,0,0,0,0,2,46.60856,13.85062
AUT,Zell Am See,2203613,1,2013.0,2203613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,47.32351999999999,12.79685
AZE,Baku,162000,2,2013.0,100000,0,0,0,0,0,0,62000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40.40926169999999,49.8670924
AZE,Baku-baladshary,210000,2,4023.0,210000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,40.4385006,49.8051354
BEL,Anthée,10871040,1,0.0,0,10871040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.2400205,4.7612111
BEL,Antwerp,19844728,16,16087.0,3461561,15372675,0,764052,0,0,246440,0,0,0,0,0,0,5628705,1474330,4260600,0,0,0,0,0,9,51.2194475,4.402464299999999
BEL,Antwerpen,4546560,2,4010.0,2306560,2240000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51.2194475,4.402464299999999
BEL,Bel,124386606,16,12032.0,106626,124279980,0,0,0,0,0,0,0,0,0,0,0,38043702,0,8080000,0,0,0,0,0,13,37.7708346,-97.25989129999999
BEL,Bierges,1846405,4,2009.0,280080,803605,0,0,0,762720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.7113795,4.587168399999999
BEL,Bonheiden,719427,1,2013.0,0,0,0,0,0,0,719427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.02221000000001,4.548030000000002
BEL,Boom,720000,1,0.0,0,720000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.08608,4.3663300000000005
BEL,Braine-l'alleud,735330,1,0.0,735330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.6853626,4.3779197
BEL,Bruges,65665,2,2009.0,65665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.209348,3.2246995
BEL,Brussels,137816635,39,44105.0,10574120,21784135,0,0,0,0,4403000,0,101055380,0,0,0,0,3124579,11541887,0,0,0,0,0,0,25,50.8503463,4.3517211
BEL,Bruxelles,268616,1,2013.0,0,0,0,0,0,0,268616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.8503463,4.3517211
BEL,Deurle,10936100,1,2003.0,0,10936100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.00922720000001,3.6043494
BEL,Diegem,651386,1,2013.0,0,0,0,0,0,0,651386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.89403970000001,4.4362628
BEL,Diepenbeek,25419800,4,4011.0,0,25419800,0,0,0,0,0,0,0,0,0,0,0,8960600,15439200,0,0,0,0,0,0,2,50.91083,5.41336
BEL,Ferrières,204189,1,2010.0,204189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.40029000000001,5.60564
BEL,Genk,10000000,1,2003.0,0,10000000,0,0,0,0,0,0,0,0,0,0,0,0,10000000,0,0,0,0,0,0,1,50.96613,5.5021
BEL,Gent,20181298,8,12042.0,5933900,14247398,0,0,0,0,0,0,0,0,0,0,0,4687398,0,0,0,0,0,0,0,7,51.0543422,3.7174242999999993
BEL,Gentbrugge,35670330,3,2006.0,0,35670330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,51.0432117,3.7592682
BEL,Ghent,2472653,8,10046.0,829208,1443445,0,0,0,0,200000,0,0,0,0,0,0,1369000,0,0,0,0,0,0,0,5,51.0543422,3.7174242999999993
BEL,Gilly,1410000,1,0.0,0,1410000,0,0,0,0,0,0,0,0,0,0,0,0,1410000,0,0,0,0,0,0,1,13.0272683,77.5718333
BEL,Gosselies,13765930,3,4014.0,197550,13568380,0,0,0,0,0,0,0,0,0,0,0,0,3216500,0,10351880,0,0,0,0,3,50.4687201,4.431955900000001
BEL,Grand-rosière,14094700,2,2005.0,0,14094700,0,0,0,0,0,0,0,0,0,0,0,4094700,10000000,0,0,0,0,0,0,1,50.6319864,4.866155399999999
BEL,Groot-bijgaarden,1472100,1,2006.0,0,1472100,0,0,0,0,0,0,0,0,0,0,0,1472100,0,0,0,0,0,0,0,1,50.8719066,4.2500012
BEL,Hasselt,12504135,6,2007.0,194130,11596800,0,0,0,0,713205,0,0,0,0,0,0,1959000,0,0,0,0,0,0,0,4,50.93069000000001,5.332479999999999
BEL,Heist-op-den-berg,2100000,1,2011.0,0,2100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.07443,4.72952
BEL,Heverlee,13839800,2,1991.0,0,9980000,0,0,0,0,0,3859800,0,0,0,0,0,0,0,0,0,0,0,0,0,2,50.86260720000001,4.6958889
BEL,Hun,300000,1,1993.0,0,300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.33629999999999,4.86714
BEL,Leuven,61168594,9,8015.0,0,17033447,0,0,0,13700000,0,50000,30385147,0,0,0,0,1151496,0,0,0,0,0,0,0,6,50.8798438,4.7005176
BEL,Liège,631720,1,2009.0,0,0,0,0,0,0,631720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.6325574,5.5796662
BEL,Lochristi,73897570,12,6021.0,0,73897570,0,0,0,0,0,0,0,0,0,0,0,10946320,32201250,8000000,11000000,10000000,0,0,0,4,51.09746120000001,3.8378242
BEL,Lommel,13147000,1,0.0,0,13147000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.2304193,5.3110063
BEL,Louvain-la-neuve,11576061,5,8034.0,2563518,9012543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50.66808100000001,4.6118324
BEL,Lummen,2636400,1,0.0,0,2636400,0,0,0,0,0,0,0,0,0,0,0,2636400,0,0,0,0,0,0,0,1,50.98761,5.19511
BEL,Marche-en-famenne,3345160,1,0.0,3345160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.2282896,5.344160599999999
BEL,Mechelen-bovelingen,143493460,13,6017.0,0,61095230,0,0,0,0,0,8858230,73540000,0,0,0,0,3524900,6292200,8172600,29670530,0,0,0,0,4,50.74054,5.26049
BEL,Mont-saint-guibert,141094937,9,2007.0,0,109612687,0,0,0,0,736050,5789700,24956500,0,0,0,0,7300000,33025320,31444456,0,0,0,0,0,4,50.6347043,4.6106474
BEL,Nivelles,180187,1,2011.0,180187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.59787,4.32851
BEL,Pittem,32347,1,2012.0,32347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.9942781,3.2666707
BEL,Puurs,12914400,3,2008.0,0,12914400,0,0,0,0,0,0,0,0,0,0,0,0,5772900,0,0,0,0,0,0,1,51.075,4.28925
BEL,Saint-gilles,473664,1,0.0,0,473664,0,0,0,0,0,0,0,0,0,0,0,473664,0,0,0,0,0,0,0,1,50.8301436,4.340218399999999
BEL,Tielt,226110,1,0.0,226110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.0001519,3.3263821000000005
BEL,Turnhout,191229400,2,2006.0,0,63729400,0,0,0,0,0,0,127500000,0,0,0,0,63729400,0,0,0,0,0,0,0,1,51.3216509,4.9375578
BEL,Vosselaar,500000,1,2010.0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51.31473,4.8876800000000005
BEL,Waregem,144060,1,2007.0,144060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.88689489999999,3.4231675000000004
BEL,Zellik,4481663,2,2012.0,0,3700000,0,0,0,0,781663,0,0,0,0,0,0,0,3700000,0,0,0,0,0,0,2,50.88449,4.27401
BEL,Zwevegem,157450,1,2012.0,0,0,0,0,0,0,157450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.8129259,3.332698
BEL,Zwijnaarde,103511411,5,4008.0,0,5182400,0,0,0,0,0,0,0,98329011,0,0,0,0,0,0,0,0,0,0,0,3,50.99980619999999,3.7106183
BGD,Dhaka,48098974,16,14068.0,1932833,44004666,0,0,0,1994279,142196,25000,0,0,0,0,0,4002000,15002666,25000000,0,0,0,0,0,7,23.810332,90.4125181
BGR,Shumen,150000,1,2010.0,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.2712398,26.936128600000004
BGR,Sofia,17255741,89,82478.0,4998125,11300000,150000,66920,325696,0,415000,0,0,0,0,0,0,2000000,0,0,0,0,0,0,0,49,42.69770820000001,23.3218675
BGR,Varna,2500,1,2013.0,0,0,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,43.2140504,27.9147333
BGR,Zafirovo,30480000,4,6023.0,80000,30400000,0,0,0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,3,43.9987907,26.8236234
BHR,Manama,121269,3,4025.0,76269,45000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,26.2235305,50.5875935
BHS,Freeport,8900000,1,2011.0,0,8900000,0,0,0,0,0,0,0,0,0,0,0,0,8900000,0,0,0,0,0,0,1,26.5333159,-78.64290190000001
BHS,Nassau,1200000,1,2009.0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25.0443312,-77.35036090000001
BLR,Minsk,120000,3,6031.0,120000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,53.9006011,27.558972
BMU,Hamilton,751666000,4,4000.0,0,65000000,0,0,0,160000000,0,0,526666000,0,0,0,0,0,0,0,0,0,0,0,0,3,32.2945837,-64.7858887
BRA,Belo Horizonte,6891627,24,22118.0,2144793,3650000,0,0,0,0,976834,120000,0,0,0,0,0,3000000,0,0,0,0,0,0,0,11,-19.9166813,-43.93449310000001
BRA,Blumenau,3425774,1,0.0,0,3425774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-26.9165792,-49.0717331
BRA,Brasília,1394843,6,8044.0,194843,0,0,0,0,0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-15.826691,-47.92182039999999
BRA,Camboriú,22000,1,2012.0,0,0,0,0,0,0,22000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-27.001596600000006,-48.6379041
BRA,Campinas,373333,2,2014.0,373333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-22.9329252,-47.073845
BRA,Colombo,15000000,1,2003.0,0,15000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.905883800000002,79.86374479999998
BRA,Copacabana,30000000,1,2010.0,0,30000000,0,0,0,0,0,0,0,0,0,0,0,0,0,30000000,0,0,0,0,0,1,-22.9694417,-43.1868448
BRA,Curitiba,1630112,4,8042.0,130112,0,0,0,0,0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-25.4289541,-49.267137
BRA,Florianópolis,1055000,7,8044.0,555000,0,0,0,0,0,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-27.594869800000005,-48.54821949999999
BRA,Guaporé,2814258,1,0.0,0,0,0,0,0,0,0,0,2814258,0,0,0,0,0,0,0,0,0,0,0,0,1,-28.8478808,-51.8901486
BRA,Indaiatuba,40000,1,0.0,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.0881603,-47.2079235
BRA,Itá,77134077,12,6026.0,606672,76527405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,-23.2108714,-45.8753055
BRA,João Pessoa,90000,2,4020.0,40000,50000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-7.1194957999999975,-34.845011799999995
BRA,Juiz De Fora,524390,3,2013.0,174390,0,0,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-21.7623644,-43.3436917
BRA,Jundiaí Do Sul,20000000,1,2011.0,0,0,0,0,0,0,0,0,20000000,0,0,0,0,0,0,0,0,0,0,0,0,1,-23.4361185,-50.25008880000001
